Fold_Number,Accuracy,F1_Score,Recall,Precision
Fold1,0.9909297052154195,0.9908045977011494,0.9908045977011494,0.9908045977011494
Fold2,0.9875283446712018,0.9871944121071012,0.9814814814814815,0.9929742388758782
