Fold_Number,Accuracy,F1_Score,Recall,Precision
Fold1,0.9943310657596371,0.9942594718714123,0.9954022988505747,0.9931192660550459
Fold2,0.9897959183673469,0.9895470383275262,0.9861111111111112,0.993006993006993
