Fold_Number,Accuracy,F1_Score,Recall,Precision
Fold.1,0.9342251950947603,0.9293413173652695,0.8680089485458613,1.0
Fold.2,0.9442586399108138,0.9411764705882353,0.8888888888888888,1.0
