Fold_Number,Accuracy,F1_Score,Recall,Precision
Fold1,0.9920634920634921,0.9919632606199771,0.993103448275862,0.9908256880733946
Fold2,0.9920634920634921,0.9918887601390498,0.9907407407407407,0.9930394431554525
