Fold_Number,Accuracy,F1_Score,Recall,Precision
Fold1,0.9949832775919732,0.9949748743718593,0.9966442953020134,0.9933110367892977
Fold2,0.9966555183946488,0.9966442953020134,1.0,0.9933110367892977
Fold3,0.919732441471572,0.9136690647482013,0.8410596026490066,1.0
